Campaña,Anunciante,Operación,Código de contrato (Opcional),Precio por cara (Opcional),APS Global,CUIC,Articulo,Vendedor,Descripción (Opcional),Inicio o Periodo,Fin o Segmento,Arte,Código de arte (Opcional),Arte Url (Opcional),Origen del arte (Opcional),Unidad, ,Ciudad,Tipo de Distribución,Reproducciones
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1237,"$5,406",1269,11734,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #2,PINES,,,,DF3499,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3503,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3503,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3504,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3504,Contraflujo,Ciudad de México,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54082,"$3,816",70514,9848,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,DF3569,Contraflujo,Ciudad de México,RENTA,
SIX FLAGS,SIX FLAGS,RENTA,54484,"$4,675",70683,9506,RT-CL-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #2,SIX FLAGS SPEEDWAY,,,,DF3570,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3570,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,EMBAJADORA,,,,DF3571,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3571,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3572,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3572,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3573,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,BOTELLA,,,,DF3573,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3575,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3575,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3576,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3577,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3577,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54072,$0,70466,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,EMBAJADORA,,,,DF3578,Flujo,Ciudad de México,RENTA,
PROPOSITOS,SANBORNS,RENTA,1148,"$3,587",1310,11231,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #2,PROPOSITOS,,,,DF3578,Contraflujo,Ciudad de México,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54052,"$4,186",70482,11249,RT-CL-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,BRANDING PRE AT&T,,,,DF3579,Flujo,Ciudad de México,RENTA,
MERCADO PAGO,MERCADO LIBRE,RENTA,54159,"$4,200",70571,10757,RT-CL-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,TARJETA DE CRÉDITO,,,,DF3579,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3580,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3580,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3581,Flujo,Ciudad de México,RENTA,
L'ORÉAL / MAYBELLINE - COLOSSAL BUBBLE,MAYBELLINE,RENTA,54109,"$3,400",70551,5177,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,MASCARA,,,,DF3581,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3582,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3582,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,EMBAJADORA,,,,DF3583,Flujo,Ciudad de México,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54082,"$3,816",70514,9848,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,DF3583,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3584,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3584,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3585,Flujo,Ciudad de México,RENTA,
EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,54099,"$3,935",70387,9898,RT-CL-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #2,COMPRA EN LA APP,,,,DF3585,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3586,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,BOTELLA,,,,DF3586,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3587,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3587,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3589,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54072,$0,70466,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,BOTELLA,,,,DF3589,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3590,Flujo,Ciudad de México,RENTA,
BBVA SEGURO DE AUTO,BBVA,RENTA,54084,"$2,742",70535,9058,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,LA AYUDA ESTA A UN CLIC,,,,DF3590,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3203,Flujo,Ciudad de México,RENTA,
PROPOSITOS,SANBORNS,RENTA,1148,"$3,587",1310,11231,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #2,PROPOSITOS,,,,DF3203,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3215,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3215,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3220,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3221,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3221,Contraflujo,Ciudad de México,RENTA,
MERCADO PAGO,MERCADO LIBRE,RENTA,54159,"$4,200",70571,10757,RT-CL-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,MERCADO PAGO,,,,DF3224,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3224,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3480,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3480,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3481,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3481,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3482,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3482,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3484,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3484,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,BOTELLA,,,,DF3260,Contraflujo,Ciudad de México,RENTA,
EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,54099,"$3,935",70387,9898,RT-CL-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #2,COMPRA EN LA APP,,,,DF3261,Flujo,Ciudad de México,RENTA,
PROPOSITOS,SANBORNS,RENTA,1148,"$3,587",1310,11231,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #2,PROPOSITOS,,,,DF3261,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,EMBAJADORA,,,,DF3262,Flujo,Ciudad de México,RENTA,
PROPOSITOS,SANBORNS,RENTA,1148,"$3,587",1310,11231,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #2,PROPOSITOS,,,,DF3262,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,EMBAJADORA,,,,DF3521,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3521,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3544,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,BOTELLA,,,,DF3544,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3545,Flujo,Ciudad de México,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54082,"$3,816",70514,9848,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,DF3546,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3546,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3547,Flujo,Ciudad de México,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54082,"$3,816",70514,9848,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,DF3547,Contraflujo,Ciudad de México,RENTA,
L'ORÉAL / MAYBELLINE - COLOSSAL BUBBLE,MAYBELLINE,RENTA,54110,$0,70551,5177,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,MASCARA,,,,DF3548,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3548,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3549,Flujo,Ciudad de México,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54082,"$3,816",70514,9848,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,DF3550,Flujo,Ciudad de México,RENTA,
SIX FLAGS,SIX FLAGS,RENTA,54484,"$4,675",70683,9506,RT-CL-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #2,SIX FLAGS SPEEDWAY,,,,DF3550,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3551,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3551,Contraflujo,Ciudad de México,RENTA,
ALPURA YOGHURT GRIEGO,ALPURA,RENTA,54080,"$3,930",70443,9916,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,NATURAL - ENDULZADO,,,,DF3552,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3553,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3553,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3015,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3015,Contraflujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1237,"$5,406",1269,11734,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #2,PINES,,,,DF3020,Flujo,Ciudad de México,RENTA,
ALPURA YOGHURT GRIEGO,ALPURA,RENTA,54080,"$3,930",70443,9916,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,ENDULZADO,,,,DF3020,Contraflujo,Ciudad de México,RENTA,
BBVA SEGURO DE AUTO,BBVA,RENTA,54084,"$2,742",70535,9058,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,LA AYUDA ESTA A UN CLIC,,,,DF3026,Flujo,Ciudad de México,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54082,"$3,816",70514,9848,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,DF3026,Contraflujo,Ciudad de México,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54082,"$3,816",70514,9848,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,DF3028,Contraflujo,Ciudad de México,RENTA,
ALPURA YOGHURT GRIEGO,ALPURA,RENTA,54080,"$3,930",70443,9916,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,NATURAL,,,,DF3029,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3029,Contraflujo,Ciudad de México,RENTA,
ALPURA YOGHURT GRIEGO,ALPURA,RENTA,54080,"$3,930",70443,9916,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,NATURAL,,,,DF3036,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3036,Contraflujo,Ciudad de México,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54082,"$3,816",70514,9848,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,DF3037,Flujo,Ciudad de México,RENTA,
MUSEO KALUZ 2026,MUSEO KALUZ,CORTESIA,54007,$0,70450,10637,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,GABINETE VELASCO,,,,DF3037,Contraflujo,Ciudad de México,RENTA,
SABA,SABA,RENTA,1102,"$4,200",1300,11432,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #2,SABA ULTRA INVISIBLE,,,,DF3047,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3047,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3172,Flujo,Ciudad de México,RENTA,
PROPOSITOS,SANBORNS,RENTA,1148,"$3,587",1310,11231,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #2,PROPOSITOS,,,,DF3172,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54071,"$6,000",70466,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,EMBAJADORA,,,,DF3173,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3173,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3174,Contraflujo,Ciudad de México,RENTA,
TEMPORADA DE REBAJAS 2,SEARS,RENTA,1248,"$3,587",1341,11784,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #2,MODA,,,,DF3187,Contraflujo,Ciudad de México,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54114,"$4,400",70547,11585,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,GENERICO,,,,DF3189,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3512,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3067,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3067,Contraflujo,Ciudad de México,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54052,"$4,186",70482,11249,RT-CL-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,BRANDING PRE AT&T,,,,DF3068,Flujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3068,Contraflujo,Ciudad de México,RENTA,
INSTITUCIONAL,CORTESIA IMU,CORTESIA,0,$0,0,0,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,INSTITUCIONAL,,,,DF3121,Flujo,Ciudad de México,RENTA,
